,prereq,topic,platform,head,url,image
127,Python Programming,Syntax understanding,youtube,C Programming,https://www.youtube.com/watch?v=C5GCFEMcIGQ&list=PLqleLpAMfxGBn9v-K17ztBfNXHzPnX5sN,https://i.ytimg.com/vi/C5GCFEMcIGQ/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAFoXCM9Te4sXxOVHF3FgaInN1K4g
128,Python Programming,Problem solving,youtube,Problem Solving,https://www.youtube.com/watch?v=oIlIVFBBbNw&list=PLwvOQW7LFN3nLmEMhnvrn7JuQ7qXeR_Z9,https://i.ytimg.com/vi/oIlIVFBBbNw/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYciBDKDUwDw==&rs=AOn4CLCnciT0siEDAH6xWIpqfDsYZmsufg
129,Python Programming,Problem solving,youtube,Problem Solving Series,https://www.youtube.com/watch?v=QPZdEfl034Q&list=PLtQqxDEgSqMCdadieUnpNSc85zHlluEYl,https://i.ytimg.com/vi/QPZdEfl034Q/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAg3uTxbHdcfGGdUU7vTj3eqGPn4A
130,Python Programming,Problem solving,youtube,Eat bulaga problem solving,https://www.youtube.com/watch?v=oYkSGAKD4NU&list=PLOUxu7m_kJKEzhMDtlPTHadepBkCMTSa0,https://i.ytimg.com/vi/oYkSGAKD4NU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAepU8CtHmNGUzoMZ_xtt6qPDTN1w
131,Python Programming,Problem solving,youtube,9.2 - Problem solving & searching techniques,https://www.youtube.com/watch?v=E5jVBqe59EE&list=PLAXUYU7PbJhhg1jaU2gasFmh4FlMXvq-P,https://i.ytimg.com/vi/E5jVBqe59EE/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCbTKD-wRPSMF9y5MPAB0y2osCxPg
132,Python Programming,Practice coding,youtube,Python Programming Practice,https://www.youtube.com/watch?v=xZFoZvhnVTU&list=PLiC1doDIe9rDFw1v-pPMBYvD6k1ZotNRO,https://i.ytimg.com/vi/xZFoZvhnVTU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAyBGkMLUqScdrp_agCorzFq-wFrA
133,Python Programming,Practice coding,youtube,100+ Python Programs with Solutions Series by WsCube Tech,https://www.youtube.com/watch?v=78FsbjYSWIU&list=PLjVLYmrlmjGf3jtxG8lSo-zaPktQ7YbUw,https://i.ytimg.com/vi/78FsbjYSWIU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAQOoOktPkw14-azYd7mZldXfoyng
134,Python Programming,Practice coding,youtube,Coding Practice in Programming using Javascript: Basic to advance problems - Hindi,https://www.youtube.com/watch?v=SRY_EWFbb1g&list=PLq1qGLnPX0eeeK_JmsiMavOqkZ6tgQjdF&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/SRY_EWFbb1g/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBPf54Pb8KKraw-w5j91ddR920VDQ
135,Python Programming,Practice coding,youtube,"CPT Integumentary (10,000 Series),  CPC Exam Prep",https://www.youtube.com/watch?v=95JKFiAu_8I&list=PLjF-3wpz2TH8a_6I9IVJfeufBh8Np0YTU,https://i.ytimg.com/vi/95JKFiAu_8I/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC0G9R4O0qh4hpmkUExQ544X014CA
136,Python Programming,Libraries usage,youtube,Koha Practice Online,https://www.youtube.com/watch?v=1PRN6knK37Q&list=PLaZO3XkLXOnGI2EGSIJ_dvnbSVwatSAir&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/1PRN6knK37Q/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDLABnelFNb0XVZXWgaqudmOzlZWw
137,Python Programming,Libraries usage,youtube,Colon Classification Practical class || library and information science || colon || CC || blis practical class || dlis practical class,https://www.youtube.com/watch?v=F5u8-PqceJ8&list=PLw6XGe6ndyPoY2YOOWXy6NgINfhbDCdun&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/F5u8-PqceJ8/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCkI6bYhMp0KzrA4cfYZIFSfLQWXw
138,Python Programming,Libraries usage,youtube,Basics of Figma for UX Design,https://www.youtube.com/watch?v=bI6q16ffdgQ&list=PLlHtucAD9KT19ckHqXpPSStZOyDSq9AW-,https://i.ytimg.com/vi/bI6q16ffdgQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDSo6g7AEE8RpiZytBaCVMEazqIHw
139,Python Programming,Libraries usage,youtube,library usage,https://www.youtube.com/watch?v=JNqgxSWw02o&list=PLg90oOtvA_AYH24XxVRmUIYSbEFdA422E,https://i.ytimg.com/vi/JNqgxSWw02o/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA1QDjlHUZ7vUGHTsLzjwA5hhchlQ
140,Digital Marketing,Internet savvy,youtube,Trend Tandav,https://www.youtube.com/watch?v=5HLzVIYoW_g&list=PLQ60yGSs1avDM8uiRn5_wuJBTM7o4ZdNy,https://i.ytimg.com/vi/5HLzVIYoW_g/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB77f5JBQulyS8Cy6Y0DwOomw-NRA
141,Digital Marketing,Internet savvy,youtube,I'm not computer/internet savvy,https://www.youtube.com/watch?v=fL4WEqqPl28&list=PLq8-n1Z3_HKf5QcYkaJPJ-TvMk4VkKE6k&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/fL4WEqqPl28/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB3T8oWHShlEFarnFGN0fNacJDBVA
142,Digital Marketing,Internet savvy,youtube,Uploaded by Saniya Shaikh,https://www.youtube.com/watch?v=y9OyZgpqLJg&list=PLHNGJFEsHCPG_jDQcRf3Ema_dRC8pn2Oh,https://i.ytimg.com/vi/y9OyZgpqLJg/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4AZQDgALQBYoCDAgAEAEYZSBVKEkwDw==&rs=AOn4CLD66F8n4GB8zQtu4shJAXdt1bHdHA
143,Digital Marketing,Internet savvy,youtube,unsupervised internet access at a young age,https://www.youtube.com/watch?v=-QU4XiYO5pM&list=PLf1Fx5TF31qIKRn6PkXopqDDE1GE9qRbV,https://i.ytimg.com/vi/-QU4XiYO5pM/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCkELZ0UixseQHWx7igfnncl2HnKA
144,Digital Marketing,Marketing basics,youtube,Marketing Fundamentals & Basics - Concept of Marketing to Make you understand about Basics of Marketing,https://www.youtube.com/watch?v=qwnw1qfPU4Y&list=PLNfnAKZ4ZsaoIFGUO3GWTHEI73SQV56rB,https://i.ytimg.com/vi/qwnw1qfPU4Y/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAkAVOOcxSwzG8NjyVdFj2CHpAuzg
145,Digital Marketing,Marketing basics,youtube,Marketing Basics : Prof Myles Bassell,https://www.youtube.com/watch?v=lJfo0UOe5I4&list=PLByMooBE3Mif9_X7UNOX2LAjqTpzc1NbB,https://i.ytimg.com/vi/lJfo0UOe5I4/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC6KG9fRHvUUT5WfgrpPWE_X7jT1g
146,Digital Marketing,Marketing basics,youtube,Introduction to Marketing,https://www.youtube.com/watch?v=qWlhzTI0ooo&list=PL14BB28B5FE99A733,https://i.ytimg.com/vi/qWlhzTI0ooo/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAgVu-Tf61YLuWmyp9J4BWAcOCc1g
147,Digital Marketing,Marketing basics,youtube,Digital Marketing Course in Hindi Free Playlist,https://www.youtube.com/watch?v=kvE8RJu8Vts&list=PLXwTOG3-tRwiJmAyVJ47SVvv-dUIy2S0I,https://i.ytimg.com/vi/kvE8RJu8Vts/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA9xwB5et5Ql40XXFnUuyucsuWvXQ
148,Digital Marketing,Audience understanding,youtube,Mastering Public Speaking: Know Your Audience Inside Out,https://www.youtube.com/watch?v=UDwoETsyxHg&list=PLPpekAbozjM3DUfEyYOKVlq-WVhK9Guv3,https://i.ytimg.com/vi/UDwoETsyxHg/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4AbYIgAKAD4oCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLBNZp49yUF0O8fDIbmx-5vigeC3XQ
149,Digital Marketing,Audience understanding,youtube,Understanding Audiences,https://www.youtube.com/watch?v=zL7EOqeZF4Q&list=PLhT1FVayk2tOLjtaYdu91B0yMlZFlpwEn,https://i.ytimg.com/vi/zL7EOqeZF4Q/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC5oSVLwatn54-mdhgnCcuhlmFBBQ
150,Digital Marketing,Audience understanding,youtube,Grow Your Audience: How to Understand and Solve Their Challenges,https://www.youtube.com/watch?v=vLDS4tQveoo&list=PLciEIJH8eYA3wAokP0B-c4YPm85j1HwHH&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/vLDS4tQveoo/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA_D8HE9sZjQuxkzHDiG0aU7nFHdg
151,Digital Marketing,Audience understanding,youtube,Facebook Ads Course (Beginner to Pro) - in Hindi | Facebook Tutorials in Hindi |,https://www.youtube.com/watch?v=eFgzOWuciNI&list=PLNfnAKZ4ZsapkYR9gPnQH1WZcXeiIlYsa&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/eFgzOWuciNI/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD0qsvms0Ec_7TobMk7m7nrw3BoSQ
152,Digital Marketing,Analytics interpretation,youtube,Statistics for Data Analytics/ Data Science | Complete Statistics Tutorial,https://www.youtube.com/watch?v=o7WkGYIPUM8&list=PLunlGNVWDAaY7AeDDzTeu4-DD3g7zmAXs,https://i.ytimg.com/vi/o7WkGYIPUM8/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC6IsKz_XJ_s8uWv6m75miHxd_bVg
153,Digital Marketing,Analytics interpretation,youtube,Data Analyst Full Course 2025 | Data Analytics Full Course Hindi| data analytics full course in hindi playlist | data analyst course playlist in hindi,https://www.youtube.com/watch?v=5zEt1_Nkiio&list=PLOWRNl6YgsT79ezWdEhOjvK4D-cQfr7ys,https://i.ytimg.com/vi/5zEt1_Nkiio/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAgRq2845pY2j-r8tUly94pqOpeMw
154,Digital Marketing,Analytics interpretation,youtube,Data Analytics with Projects Full Free Course  (New Updated) by WsCube Tech,https://www.youtube.com/watch?v=VaSjiJMrq24&list=PLjVLYmrlmjGdRs1sGqRrTE-EMraLclJga,https://i.ytimg.com/vi/VaSjiJMrq24/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB5n23f0NngvJ9eUHGQmDPCFH_v9g
155,Digital Marketing,Analytics interpretation,youtube,Data Analyst Course | Beginner's to Advance (हिंदी में) | Full Playlist | Python | Power BI | SQL | Excel | Free,https://www.youtube.com/watch?v=M9rqo776gV8&list=PLxzTa0VPR9ryvGSuCm4RS8aeAvOLXz9XM,https://i.ytimg.com/vi/M9rqo776gV8/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDDj2Xrpl3J-3sK7K-ESKPBjlHzpQ
156,Digital Marketing,Content creation,youtube,Content Creation,https://www.youtube.com/watch?v=Oq7jsbjUJ8Q&list=PLW-zSkCnZ-gDgc_YNSC7uCaYNLoMwLPp8&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/Oq7jsbjUJ8Q/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD-Yst9XnFbzOSH1jqK98UhRA876w
157,Digital Marketing,Content creation,youtube,Full AI Video Editing Course | Video and Content Creation using AI Course,https://www.youtube.com/watch?v=gbZ6hCNlq7g&list=PLlHtucAD9KT2_Gh27QvKE3FIEf3A4Il9_,https://i.ytimg.com/vi/gbZ6hCNlq7g/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBIa86Wv29PGg2ybawr-hZkqWY5Jg
158,Digital Marketing,Content creation,youtube,Content Creation (Step-by-Step),https://www.youtube.com/watch?v=v1hw3VUnUYc&list=PL2Fj4IbSRXN-yxZx8eeKbSFVnMexhEl6v,https://i.ytimg.com/vi/v1hw3VUnUYc/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLASlzzl7llYVDdjneaSLnG0h3b9Hg
159,Digital Marketing,Content creation,youtube,Content Writing Full Free Course (New Updated) by WsCube Tech,https://www.youtube.com/watch?v=J2h0Xb0WNwQ&list=PLjVLYmrlmjGdxy_kIIkOKNZrE3zf9V2lY,https://i.ytimg.com/vi/J2h0Xb0WNwQ/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBdY6mgwboW5H-I7qlkEH536phuYg
160,Content Creation & Copywriting,Strong writing,youtube,Principle of good writing,https://www.youtube.com/watch?v=vYUEH2e1Arg&list=PLa8kw9Yr28nGyHHsr0OG7HUrrpt158wZO,https://i.ytimg.com/vi/vYUEH2e1Arg/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLANcDkWozD8qlVtHu2aabvC46Tplw
161,Content Creation & Copywriting,Strong writing,youtube,Simple English Handwriting Style,https://www.youtube.com/watch?v=iw3lJJO7jUE&list=PLA0LDuOtBwrUO1lK4b0rqFB1TrqkfD6nW,https://i.ytimg.com/vi/iw3lJJO7jUE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDv218X8YeepYyPdv7T0HvbrLufhw
162,Content Creation & Copywriting,Strong writing,youtube,English Writing Lessons,https://www.youtube.com/watch?v=Drv6jD8xWdw&list=PLD6t6ckHsrubRV7Wb42ggOhVNrBRAte13,https://i.ytimg.com/vi/Drv6jD8xWdw/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCJZrRi-z9VsSpFyQZu4Gv9zH7uKw
163,Content Creation & Copywriting,Strong writing,youtube,How to Improve English Handwriting,https://www.youtube.com/watch?v=rJ3Z6GKEZp8&list=PLA0LDuOtBwrWdQs0ftBKstW1RvA2vlkK8&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/rJ3Z6GKEZp8/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBAUNx6lgfFCNikOf-TMaL2kBJp9w
164,Content Creation & Copywriting,Audience research,youtube,Audience Research,https://www.youtube.com/watch?v=ZB1vhPuaTp8&list=PL4ZuScF05fuqrJ1BKwKPMx7oNcq1exwoZ&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/ZB1vhPuaTp8/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCzk1rKJ3XtpXOoGkLEY_noCCHlbw
165,Content Creation & Copywriting,Audience research,youtube,Audience Research,https://www.youtube.com/watch?v=N_YIwFbcFrg&list=PLgxQ0fhE8b3ZRESccl0MS2dRGkXN8FYZP,https://i.ytimg.com/vi/N_YIwFbcFrg/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4Ad4EgAK4CIoCDAgAEAEYQCBAKHIwDw==&rs=AOn4CLCy9irdaLdVQ0775G4OtzxkEYWwzw
166,Content Creation & Copywriting,Audience research,youtube,Audience Research,https://www.youtube.com/watch?v=1g17t182OgA&list=PLw65PJczJXRx0P3Emu5RMneGusioP0wj6&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/1g17t182OgA/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBUpe18KLBWlgsjs6QnefEVsS15dg
167,Content Creation & Copywriting,Audience research,youtube,Social listening and audience research tool,https://www.youtube.com/watch?v=qcBi1A9WIDo&list=PL5A7cmqAre8BVt4A3i5yCzIdOcJAxogHt,https://i.ytimg.com/vi/qcBi1A9WIDo/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD7u8dBEu9JMJL2B0pDvFyp9TFA1w
168,Content Creation & Copywriting,Grammar accuracy,youtube,Grammatical Accuracy,https://www.youtube.com/watch?v=YkChkaFhJYw&list=PLMA1Pv6UqqKVM4Tg5Gjkoj2kz2K2mNcN9,https://i.ytimg.com/vi/YkChkaFhJYw/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYZSBUKFEwDw==&rs=AOn4CLDWmwJzg1Ru1Ls1WeB_CeNx0m9_XA
169,Content Creation & Copywriting,Grammar accuracy,youtube,English Grammar Lessons,https://www.youtube.com/watch?v=soN1qPcSDVo&list=PLD_5T89Ssbn2PrkhxV8Lh6ngEjlhqRJ-p,https://i.ytimg.com/vi/soN1qPcSDVo/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDRD5y8fawSh0ojQOA2DBF4VTo2ow
170,Content Creation & Copywriting,Grammar accuracy,youtube,English Tenses - Grammar Lessons,https://www.youtube.com/watch?v=Ey0JqLSfCdA&list=PLD_5T89Ssbn0I5-Sxx7NM62gd-DBRmADa,https://i.ytimg.com/vi/Ey0JqLSfCdA/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCWfbqFuQzkpqYbQEqggHZkkKgeMw
171,Content Creation & Copywriting,Grammar accuracy,youtube,"ielts writing task grammar, lexical resource, task response, coherence and  cohesion, examples, marking criteria",https://www.youtube.com/watch?v=E-Sp4lPY6K0&list=PLkghZXzsayyrSvnrP0gbfaiR_cp8hMmTk,https://i.ytimg.com/vi/E-Sp4lPY6K0/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAOK_NnZdkzV7pLZuhcZmTVuV9_VA
172,Content Creation & Copywriting,Creativity spark,youtube,Simple ways to spark your creativity,https://www.youtube.com/watch?v=j4LSwZ05laQ&list=PLOGi5-fAu8bFkyLrBZ66_cYrkKld0rtQF,https://i.ytimg.com/vi/j4LSwZ05laQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBWHIocjOp-hLGCcLDLShhZXInegQ
173,Content Creation & Copywriting,Creativity spark,youtube,Brain Boost & Creativity Spark,https://www.youtube.com/watch?v=meoL6odvZHM&list=PLRFyRfsc4CTc-YEaoVHAy1dy2LScIhKQW,https://i.ytimg.com/vi/meoL6odvZHM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD9WYywgzUBlMamaB0oK9QJZn0zxQ
174,Content Creation & Copywriting,Creativity spark,youtube,MUSIC FOR WRITING ✏️ - Spark your creativity and inspiration,https://www.youtube.com/watch?v=p6X2X93h2PA&list=PLKhHVgoUBlbitOgApHNwCtqMzpw6T1c_V,https://i.ytimg.com/vi/p6X2X93h2PA/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAheGOdjDQf0ro_9Nk6tKdRHV1wIA
175,Content Creation & Copywriting,Creativity spark,youtube,Spark Creativity with Premium Skillshare Original Courses,https://www.youtube.com/watch?v=_UCd5uiK_-w&list=PLtqQYNGG0ZFdn7Nqv-a_oJJfFJrxsqHIU,https://i.ytimg.com/vi/_UCd5uiK_-w/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAzr9OP8jOmNIjp3l3xju-imnk5ZQ
176,Content Creation & Copywriting,Editing proficiency,youtube,ai video editing | video editing tutorial | video editing course for beginners,https://www.youtube.com/watch?v=Mn9Qc6E-gpA&list=PLsnBaCXUBV8cQQ8LQPWvGRWyJa_Ck5TM7,https://i.ytimg.com/vi/Mn9Qc6E-gpA/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBPL7XfyISp1E4DSonsT25moN--Xw
177,Content Creation & Copywriting,Editing proficiency,youtube,CANVA Full Free Course (New Updated) by WsCube Tech,https://www.youtube.com/watch?v=yWJp7gQqCQ8&list=PLjVLYmrlmjGcvBiUmkBQ5isfnBufjnAu3,https://i.ytimg.com/vi/yWJp7gQqCQ8/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCzZGdaY0A8q63MwtO0UXrC3xz4Jw
178,Content Creation & Copywriting,Editing proficiency,youtube,MS Office MCQ with Answer,https://www.youtube.com/watch?v=fLruNgn2yrA&list=PLXVQUR5Ul748a9X0s5KH4wuPuTB4ockx3,https://i.ytimg.com/vi/fLruNgn2yrA/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBmHKQeUIihonl8P4OWh_yRfH-rDA
179,Content Creation & Copywriting,Editing proficiency,youtube,Video Editing Adobe Premiere Pro Tutorial,https://www.youtube.com/watch?v=fEP_J8ekSgE&list=PLzzrNBnHsQ4I0TlxuQrjv8Eb2qc-jSPGw,https://i.ytimg.com/vi/fEP_J8ekSgE/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBJyUHpD-R0GhPHQGOluCS5TRqxTg
180,UX/UI Design,Empathy understanding,youtube,Explained: Empathy,https://www.youtube.com/watch?v=nzOkNSzBH8w&list=PLCOdDiOup-J_mK8iUg1cB3c_Z2XKUh_UK,https://i.ytimg.com/vi/nzOkNSzBH8w/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDpL_iUcbQdRyElcDM322XxZCAC2A
181,UX/UI Design,Empathy understanding,youtube,Understanding empathy 😊,https://www.youtube.com/watch?v=35Wt8LhoVHA&list=PLpywjZhyz-VOUhHqdPFw6Q3tDlRYq2L_P,https://i.ytimg.com/vi/35Wt8LhoVHA/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB9JNM1WR6evUmvCzKLhcbHRAGGVw
182,UX/UI Design,Empathy understanding,youtube,Empathy & Understanding,https://www.youtube.com/watch?v=UzPMMSKfKZQ&list=PLTRQOzy6JJmAdG4UNi53u6eDLBXCden-g,https://i.ytimg.com/vi/UzPMMSKfKZQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAxL2esQ-YDyM7GVHQf5ohLJko3fA
183,UX/UI Design,Empathy understanding,youtube,"""Simon Sinek - Understanding Empathy"" (Justin McClung) and others",https://www.youtube.com/watch?v=pi86Nr9Mdms&list=PLKdP1oO2mmV_w-WQR8XvSK8Ih4nTF3m7H,https://i.ytimg.com/vi/pi86Nr9Mdms/hq720.jpg?sqp=-oaymwExCOgCEMoBSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYfyAzKFIwDw==&rs=AOn4CLBL34aktujTaO6B1b_qWB0n6jhNcg
184,UX/UI Design,Design principles,youtube,Learn Graphic Design Principles (ESSENTIAL TO DESIGNERS),https://www.youtube.com/watch?v=FpwZTl3dCZE&list=PL-c9Rq56P4KkVJdnL3YVesRGP-MLkzgme,https://i.ytimg.com/vi/FpwZTl3dCZE/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDw-ds8sw24fXgkmdfjslBXPAWolw
185,UX/UI Design,Design principles,youtube,Graphic Design Principles,https://www.youtube.com/watch?v=6xQsVUmAmNo&list=PL3KzWnEOFMwvreOJ1ovCMTb3Vg6mSNowL,https://i.ytimg.com/vi/6xQsVUmAmNo/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA-wZlPNWpH-F8n9FcK1Z3UVvuqxw
186,UX/UI Design,Design principles,youtube,Mobile UX Design Principles 📱,https://www.youtube.com/watch?v=1bzWw2uZZuA&list=PLlgPXNRcnX3HZDuZIMidALLtgMA7sRUGR,https://i.ytimg.com/vi/1bzWw2uZZuA/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDIYcNdb2Fpig6Tj33WaaUliJUAgA
187,UX/UI Design,Design principles,youtube,Solid Design Principles,https://www.youtube.com/watch?v=HLFbeC78YlU&list=PL6n9fhu94yhXjG1w2blMXUzyDrZ_eyOme,https://i.ytimg.com/vi/HLFbeC78YlU/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAzGGskpbprMXV2ZdjSmTEnGW_-VA
188,UX/UI Design,User research,youtube,User Research Interviews,https://www.youtube.com/watch?v=4R565SmGjEg&list=PLuvBcWmRTYDSlhKkxiDWmEUcXX7Ssh_gj,https://i.ytimg.com/vi/4R565SmGjEg/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDwHWEw-8gVZ2kxBSLvUXqDfMDsxQ
189,UX/UI Design,User research,youtube,How To Do UX Research,https://www.youtube.com/watch?v=gGZGDnTY454&list=PL4GEkVtNYGlIcHp9lPMD9KHMlfc-Jbyjp,https://i.ytimg.com/vi/gGZGDnTY454/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBwJ_uQ1gzgQ_vmHICS2AjlyuTiww
